,Symbol,Name,Industry,IndustryCode
0,AAPL,Apple Inc,"컴퓨터, 전화 및 가전제품",571060
1,MSFT,Microsoft Corp,소프트웨어 및 IT서비스,572010
2,AMZN,Amazon.com Inc,다양한 소매업,534020
3,FB,Facebook Inc Class A,소프트웨어 및 IT서비스,572010
4,GOOGL,Alphabet Inc Class A,소프트웨어 및 IT서비스,572010
5,GOOG,Alphabet Inc Class C,소프트웨어 및 IT서비스,572010
6,TSLA,Tesla Inc,자동차 및 자동차 부품,531010
7,NVDA,NVIDIA Corp,반도체 및 반도체 장비,571010
8,PYPL,PayPal Holdings Inc,소프트웨어 및 IT서비스,572010
9,INTC,Intel Corp,반도체 및 반도체 장비,571010
10,ASML,ASML Holding NV ADR,반도체 및 반도체 장비,571010
11,CMCSA,Comcast Corp Class A,미디어 및 출판,533020
12,NFLX,Netflix Inc,소프트웨어 및 IT서비스,572010
13,ADBE,Adobe Inc,소프트웨어 및 IT서비스,572010
14,CSCO,Cisco Systems Inc,커뮤니케이션 및 네트워킹,571020
15,PEP,PepsiCo Inc,음료,541010
16,AVGO,Broadcom Inc,반도체 및 반도체 장비,571010
17,TXN,Texas Instruments Inc,반도체 및 반도체 장비,571010
18,PDD,Pinduoduo Inc ADR,소프트웨어 및 IT서비스,572010
19,COST,Costco Wholesale Corp,다양한 소매업,534020
20,TMUS,T-Mobile US Inc,통신 서비스,574010
21,ZIONO,Zions Bancorporation NA ADR,은행,551010
22,QCOM,Qualcomm Inc,반도체 및 반도체 장비,571010
23,AMGN,Amgen Inc,제약,562010
24,CHTR,Charter Communications Inc Class A,통신 서비스,574010
25,AZN,AstraZeneca PLC ADR,제약,562010
26,ZIONN,Zions Bancorporation NA ADR,은행,551010
27,SBUX,Starbucks Corp,호텔 및 엔터테인먼트,533010
28,JD,JD.Com Inc ADR,다양한 소매업,534020
29,SNY,Sanofi SA ADR,제약,562010
30,AMAT,Applied Materials Inc,반도체 및 반도체 장비,571010
31,ABNB,Airbnb Inc Class A,소프트웨어 및 IT서비스,572010
32,INTU,Intuit Inc,소프트웨어 및 IT서비스,572010
33,MU,Micron Technology Inc,반도체 및 반도체 장비,571010
34,BKNG,Booking Holdings Inc,호텔 및 엔터테인먼트,533010
35,AMD,Advanced Micro Devices Inc,반도체 및 반도체 장비,571010
36,ZM,Zoom Video Communications Inc Class A,소프트웨어 및 IT서비스,572010
37,ISRG,Intuitive Surgical Inc,헬스케어 장비 및 용품,561010
38,MDLZ,Mondelez International Inc Class A,식품 및 담배,541020
39,GILD,Gilead Sciences Inc,생명과학 및 메디컬 리서치,562020
40,ADP,Automatic Data Processing Inc,소프트웨어 및 IT서비스,572010
41,LRCX,Lam Research Corp,반도체 및 반도체 장비,571010
42,FISV,Fiserv Inc,전문 및 상업 서비스,522030
43,CME,CME Group Inc Class A,투자은행 및 서비스,551020
44,CSX,CSX Corp,화물 및 물류 서비스,524050
45,ATVI,Activision Blizzard Inc,소프트웨어 및 IT서비스,572010
46,BIDU,Baidu Inc ADR,소프트웨어 및 IT서비스,572010
47,NTES,NetEase Inc ADR,소프트웨어 및 IT서비스,572010
48,MELI,Mercadolibre Inc,소프트웨어 및 IT서비스,572010
49,EQIX,Equinix Inc,주택 및 상업용 리츠,601020
50,ADSK,Autodesk Inc,소프트웨어 및 IT서비스,572010
51,WDAY,Workday Inc Class A,소프트웨어 및 IT서비스,572010
52,ILMN,Illumina Inc,헬스케어 장비 및 용품,561010
53,ADI,Analog Devices Inc,반도체 및 반도체 장비,571010
54,VRTX,Vertex Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
55,NXPI,NXP Semiconductors NV,반도체 및 반도체 장비,571010
56,VOD,Vodafone Group PLC ADR,통신 서비스,574010
57,REGN,Regeneron Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
58,TEAM,Atlassian Corporation PLC Class A,소프트웨어 및 IT서비스,572010
59,KDP,Keurig Dr Pepper Inc,음료,541010
60,KHC,Kraft Heinz Co,식품 및 담배,541020
61,MRNA,Moderna Inc,생명과학 및 메디컬 리서치,562020
62,MNST,Monster Beverage Corp,음료,541010
63,KLAC,KLA Corp,반도체 및 반도체 장비,571010
64,MAR,Marriott International Inc Class A,호텔 및 엔터테인먼트,533010
65,WBA,Walgreens Boots Alliance Inc,식품 및 약품소매,543010
66,ROST,Ross Stores Inc,전문품 상점,534030
67,EXC,Exelon Corp,전기 유틸리티,591010
68,AEP,American Electric Power Company Inc,전기 유틸리티,591010
69,BIIB,Biogen Inc,제약,562010
70,CTSH,Cognizant Technology Solutions Corp Class A,소프트웨어 및 IT서비스,572010
71,LULU,Lululemon Athletica Inc,섬유 및 의류,532020
72,ERIC,Telefonaktiebolaget LM Ericsson ADR,커뮤니케이션 및 네트워킹,571020
73,IDXX,IDEXX Laboratories Inc,헬스케어 장비 및 용품,561010
74,ALGN,Align Technology Inc,헬스케어 장비 및 용품,561010
75,EBAY,eBay Inc,소프트웨어 및 IT서비스,572010
76,MCHP,Microchip Technology Inc,반도체 및 반도체 장비,571010
77,TROW,T. Rowe Price Group Inc,투자은행 및 서비스,551020
78,CRWD,CrowdStrike Holdings Inc Class A,소프트웨어 및 IT서비스,572010
79,EA,Electronic Arts Inc,소프트웨어 및 IT서비스,572010
80,BILI,Bilibili Inc ADR,소프트웨어 및 IT서비스,572010
81,ROKU,Roku Inc Class A,미디어 및 출판,533020
82,CDNS,Cadence Design Systems Inc,소프트웨어 및 IT서비스,572010
83,DOCU,DocuSign Inc,소프트웨어 및 IT서비스,572010
84,SNPS,Synopsys Inc,소프트웨어 및 IT서비스,572010
85,PAYX,Paychex Inc,전문 및 상업 서비스,522030
86,XEL,Xcel Energy Inc,전기 유틸리티,591010
87,CTAS,Cintas Corp,전문 및 상업 서비스,522030
88,ORLY,O'Reilly Automotive Inc,전문품 상점,534030
89,MTCH,Match Group Inc,소프트웨어 및 IT서비스,572010
90,TSCAP,TriState Capital Holdings Inc ADR,은행,551010
91,ALXN,Alexion Pharmaceuticals Inc,제약,562010
92,DXCM,Dexcom Inc,헬스케어 장비 및 용품,561010
93,PCAR,Paccar Inc,"건설장비 및 대형차, 기차, 배",521020
94,CSGP,CoStar Group Inc,소프트웨어 및 IT서비스,572010
95,MRVL,Marvell Technology Group Ltd,반도체 및 반도체 장비,571010
96,PTON,Peloton Interactive Inc Class A,레저 상품,532050
97,SBAC,SBA Communications Corp Class A,주택 및 상업용 리츠,601020
98,IBKR,Interactive Brokers Group Inc Class A,투자은행 및 서비스,551020
99,WLTW,Willis Towers Watson PLC,보험,553010
100,XLNX,Xilinx Inc,반도체 및 반도체 장비,571010
101,FTNT,Fortinet Inc,소프트웨어 및 IT서비스,572010
102,ANSS,ANSYS Inc,소프트웨어 및 IT서비스,572010
103,BGNE,Beigene Ltd ADR,생명과학 및 메디컬 리서치,562020
104,SWKS,Skyworks Solutions Inc,반도체 및 반도체 장비,571010
105,VRSK,Verisk Analytics Inc,소프트웨어 및 IT서비스,572010
106,FAST,Fastenal Co,"건설장비 및 대형차, 기차, 배",521020
107,TTD,Trade Desk Inc Class A,소프트웨어 및 IT서비스,572010
108,OKTA,Okta Inc Class A,소프트웨어 및 IT서비스,572010
109,ODFL,Old Dominion Freight Line Inc,화물 및 물류 서비스,524050
110,DLTR,Dollar Tree Inc,다양한 소매업,534020
111,FITB,Fifth Third Bancorp,은행,551010
112,RPRX,Royalty Pharma PLC Class A,제약,562010
113,VIAC,ViacomCBS Inc Class B,미디어 및 출판,533020
114,LBRDK,Liberty Broadband Corp Series C,미디어 및 출판,533020
115,SIRI,Sirius XM Holdings Inc,미디어 및 출판,533020
116,SGEN,Seagen Inc,생명과학 및 메디컬 리서치,562020
117,EXPE,Expedia Group Inc,호텔 및 엔터테인먼트,533010
118,RYAAY,Ryanair Holdings PLC ADR,운송업,524060
119,SIVB,SVB Financial Group,은행,551010
120,CPRT,Copart Inc,전문품 상점,534030
121,ZBRA,Zebra Technologies Corp Class A,전자 장비 및 부품,571040
122,GRMN,Garmin Ltd,커뮤니케이션 및 네트워킹,571020
123,NDAQ,Nasdaq Inc,투자은행 및 서비스,551020
124,ETSY,ETSY Inc,다양한 소매업,534020
125,MXIM,Maxim Integrated Products Inc,반도체 및 반도체 장비,571010
126,DDOG,Datadog Inc Class A,소프트웨어 및 IT서비스,572010
127,CDW,CDW Corp,소프트웨어 및 IT서비스,572010
128,DKNG,Draftkings Inc Class A,호텔 및 엔터테인먼트,533010
129,BNTX,BioNTech SE ADR,생명과학 및 메디컬 리서치,562020
130,TCOM,Trip.com Group Ltd ADR,호텔 및 엔터테인먼트,533010
131,VRSN,Verisign Inc,소프트웨어 및 IT서비스,572010
132,YNDX,Yandex NV Class A,소프트웨어 및 IT서비스,572010
133,ZS,Zscaler Inc,소프트웨어 및 IT서비스,572010
134,CERN,Cerner Corp,헬스케어 장비 및 용품,561010
135,NTRS,Northern Trust Corp,투자은행 및 서비스,551020
136,SPLK,Splunk Inc,소프트웨어 및 IT서비스,572010
137,GMAB,Genmab A/S ADR,생명과학 및 메디컬 리서치,562020
138,LYFT,Lyft Inc Class A,소프트웨어 및 IT서비스,572010
139,Z,Zillow Group Inc Class C,부동산 운영 관리,601010
140,XP,Xp Inc Class A,투자은행 및 서비스,551020
141,LI,Li Auto Inc. ADR,자동차 및 자동차 부품,531010
142,TSCO,Tractor Supply Co,전문품 상점,534030
143,TTWO,Take-Two Interactive Software Inc,레저 상품,532050
144,EXAS,Exact Sciences Corp,생명과학 및 메디컬 리서치,562020
145,QRVO,Qorvo Inc,반도체 및 반도체 장비,571010
146,WDC,Western Digital Corp,"컴퓨터, 전화 및 가전제품",571060
147,MKTX,Marketaxess Holdings Inc,투자은행 및 서비스,551020
148,ZI,ZoomInfo Technologies Inc Class A,소프트웨어 및 IT서비스,572010
149,HOLX,Hologic Inc,헬스케어 장비 및 용품,561010
150,TER,Teradyne Inc,반도체 및 반도체 장비,571010
151,TRMB,Trimble Inc,소프트웨어 및 IT서비스,572010
152,FUTU,Futu Holdings Ltd ADR,핀테크,573010
153,DISH,DISH Network Corp Class A,미디어 및 출판,533020
154,STNE,StoneCo Ltd Class A,핀테크,573010
155,IAC,IAC/Interactivecorp,소프트웨어 및 IT서비스,572010
156,ENPH,Enphase Energy Inc,재생에너지,502010
157,EXPD,Expeditors International of Washington Inc,화물 및 물류 서비스,524050
158,AFRM,Affirm Holdings Inc Class A,소프트웨어 및 IT서비스,572010
159,HZNP,Horizon Therapeutics PLC,제약,562010
160,UAL,United Airlines Holdings Inc,운송업,524060
161,INCY,Incyte Corp,생명과학 및 메디컬 리서치,562020
162,LOGI,Logitech International SA,"컴퓨터, 전화 및 가전제품",571060
163,SSNC,SS&C Technologies Holdings Inc,소프트웨어 및 IT서비스,572010
164,JBHT,J B Hunt Transport Services Inc,화물 및 물류 서비스,524050
165,COUP,Coupa Software Inc,소프트웨어 및 IT서비스,572010
166,TXG,10X Genomics Inc,헬스케어 장비 및 용품,561010
167,STX,Seagate Technology PLC,"컴퓨터, 전화 및 가전제품",571060
168,VTRS,Viatris Inc,제약,562010
169,XM,Qualtrics International Inc Class A,소프트웨어 및 IT서비스,572010
170,HTHT,Huazhu Group Ltd ADR,호텔 및 엔터테인먼트,533010
171,ULTA,Ulta Beauty Inc,전문품 상점,534030
172,CZR,Caesars Entertainment Inc,호텔 및 엔터테인먼트,533010
173,PODD,Insulet Corp,헬스케어 장비 및 용품,561010
174,CTXS,Citrix Systems Inc,소프트웨어 및 IT서비스,572010
175,TW,Tradeweb Markets Inc Class A,투자은행 및 서비스,551020
176,BPY,Brookfield Property Partners LP Unit,부동산 운영 관리,601010
177,AKAM,Akamai Technologies Inc,소프트웨어 및 IT서비스,572010
178,CINF,Cincinnati Financial Corp,보험,553010
179,WMG,Warner Music Group Corp Class A,미디어 및 출판,533020
180,CVAC,CureVac NV,생명과학 및 메디컬 리서치,562020
181,PFG,Principal Financial Group Inc,보험,553010
182,CHKP,Check Point Software Technologies Ltd,소프트웨어 및 IT서비스,572010
183,NTAP,NetApp Inc,"컴퓨터, 전화 및 가전제품",571060
184,ON,ON Semiconductor Corp,반도체 및 반도체 장비,571010
185,HBAN,Huntington Bancshares Inc,은행,551010
186,MDB,MongoDB Inc Class A,소프트웨어 및 IT서비스,572010
187,ACGL,Arch Capital Group Ltd,보험,553010
188,ALNY,Alnylam Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
189,MPWR,Monolithic Power Systems Inc,반도체 및 반도체 장비,571010
190,PLUG,Plug Power Inc,재생에너지,502010
191,PTC,PTC Inc,소프트웨어 및 IT서비스,572010
192,PENN,Penn National Gaming Inc,호텔 및 엔터테인먼트,533010
193,WIX,Wix.Com Ltd,소프트웨어 및 IT서비스,572010
194,GDS,GDS Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
195,AAL,American Airlines Group Inc,운송업,524060
196,GDRX,Goodrx Holdings Inc Class A,소프트웨어 및 IT서비스,572010
197,ENTG,Entegris Inc,반도체 및 반도체 장비,571010
198,WYNN,Wynn Resorts Ltd,호텔 및 엔터테인먼트,533010
199,CGNX,Cognex Corp,"건설장비 및 대형차, 기차, 배",521020
200,TECH,Bio-Techne Corp,생명과학 및 메디컬 리서치,562020
201,GH,Guardant Health Inc,생명과학 및 메디컬 리서치,562020
202,ABMD,ABIOMED Inc,헬스케어 장비 및 용품,561010
203,POOL,Pool Corp,레저 상품,532050
204,ARGX,argenx SE ADR,생명과학 및 메디컬 리서치,562020
205,NICE,Nice Ltd ADR,소프트웨어 및 IT서비스,572010
206,BMRN,Biomarin Pharmaceutical Inc,제약,562010
207,LNT,Alliant Energy Corp,전기 유틸리티,591010
208,XRAY,DENTSPLY SIRONA Inc,헬스케어 장비 및 용품,561010
209,HAS,Hasbro Inc,레저 상품,532050
210,SEDG,Solaredge Technologies Inc,재생에너지,502010
211,PPD,PPD Inc,생명과학 및 메디컬 리서치,562020
212,IQ,iQIYI Inc ADR,소프트웨어 및 IT서비스,572010
213,IEP,Icahn Enterprises LP Unit,오일 및 가스,501020
214,OTEX,Open Text Corp,소프트웨어 및 IT서비스,572010
215,CG,Carlyle Group Inc,투자은행 및 서비스,551020
216,FFIV,F5 Networks Inc,소프트웨어 및 IT서비스,572010
217,NVAX,Novavax Inc,생명과학 및 메디컬 리서치,562020
218,CHRW,CH Robinson Worldwide Inc,화물 및 물류 서비스,524050
219,LKQ,LKQ Corp,자동차 및 자동차 부품,531010
220,NVCR,Novocure Ltd,헬스케어 장비 및 용품,561010
221,NLOK,NortonLifeLock Inc,소프트웨어 및 IT서비스,572010
222,FANG,Diamondback Energy Inc,오일 및 가스,501020
223,MASI,Masimo Corp,헬스케어 장비 및 용품,561010
224,FOXA,Fox Corp Class A,미디어 및 출판,533020
225,BSY,Bentley Systems Inc Class B,소프트웨어 및 IT서비스,572010
226,NUAN,Nuance Communications Inc,소프트웨어 및 IT서비스,572010
227,HST,Host Hotels & Resorts Inc,주택 및 상업용 리츠,601020
228,JKHY,Jack Henry & Associates Inc,소프트웨어 및 IT서비스,572010
229,UHAL,Amerco,화물 및 물류 서비스,524050
230,OPEN,Opendoor Technologies Inc Class A,부동산 운영 관리,601010
231,NDSN,Nordson Corp,"건설장비 및 대형차, 기차, 배",521020
232,CGC,Canopy Growth Corp,제약,562010
233,ARVL,Arrival Vault USA Inc,자동차 및 자동차 부품,531010
234,SBNY,Signature Bank,은행,551010
235,ZLAB,Zai Lab Ltd ADR,제약,562010
236,LPLA,LPL Financial Holdings Inc,투자은행 및 서비스,551020
237,NWL,Newell Brands Inc,가정용품,532040
238,DISCK,Discovery Inc Series C,미디어 및 출판,533020
239,CREE,Cree Inc,반도체 및 반도체 장비,571010
240,WB,Weibo Corp ADR,미디어 및 출판,533020
241,OZON,Ozon Holdings PLC ADR,전자 장비 및 부품,571040
242,ZNGA,Zynga Inc Class A,소프트웨어 및 IT서비스,572010
243,FIVE,Five Below Inc,다양한 소매업,534020
244,DBX,Dropbox Inc Class A,소프트웨어 및 IT서비스,572010
245,OLED,Universal Display Corp,반도체 및 반도체 장비,571010
246,IPGP,IPG Photonics Corp,전자 장비 및 부품,571040
247,DOX,Amdocs Ltd,소프트웨어 및 IT서비스,572010
248,RUN,Sunrun Inc,재생에너지,502010
249,STLD,Steel Dynamics Inc,메탈&마이닝,512010
250,PLTK,Playtika Holding Corp,소프트웨어 및 IT서비스,572010
251,ERIE,Erie Indemnity Co Class A,보험,553010
252,ICLR,ICON PLC,생명과학 및 메디컬 리서치,562020
253,FIVN,Five9 Inc,소프트웨어 및 IT서비스,572010
254,LSXMK,Liberty Media Corp Series C,미디어 및 출판,533020
255,EWBC,East West Bancorp Inc,은행,551010
256,RGEN,Repligen Corp,헬스케어 장비 및 용품,561010
257,HSIC,Henry Schein Inc,헬스케어 장비 및 용품,561010
258,UPST,Upstart Holdings Inc,은행,551010
259,MKSI,MKS Instruments Inc,"건설장비 및 대형차, 기차, 배",521020
260,PRAH,PRA Health Sciences Inc,생명과학 및 메디컬 리서치,562020
261,NWSA,News Corp Class A,미디어 및 출판,533020
262,AZPN,Aspen Technology Inc,소프트웨어 및 IT서비스,572010
263,MORN,Morningstar Inc,전문 및 상업 서비스,522030
264,GLPI,Gaming and Leisure Properties Inc,주택 및 상업용 리츠,601020
265,LBTYK,Liberty Global PLC Class C,미디어 및 출판,533020
266,BRKR,Bruker Corp,헬스케어 장비 및 용품,561010
267,REG,Regency Centers Corp,주택 및 상업용 리츠,601020
268,MCFE,Mcafee Corp Class A,소프트웨어 및 IT서비스,572010
269,NBIX,Neurocrine Biosciences Inc,생명과학 및 메디컬 리서치,562020
270,IBRX,Immunitybio Inc,생명과학 및 메디컬 리서치,562020
271,JAZZ,Jazz Pharmaceuticals PLC,제약,562010
272,WISH,ContextLogic Inc Class A,소프트웨어 및 IT서비스,572010
273,MLCO,Melco Resorts & Entertainment Ltd ADR,호텔 및 엔터테인먼트,533010
274,PCTY,Paylocity Holding Corp,소프트웨어 및 IT서비스,572010
275,IPHI,Inphi Corp,반도체 및 반도체 장비,571010
276,LAMR,Lamar Advertising Co Class A,주택 및 상업용 리츠,601020
277,BLDR,Builders FirstSource Inc,주택건설,532030
278,FOX,Fox Corp Class B,미디어 및 출판,533020
279,PEGA,Pegasystems Inc,소프트웨어 및 IT서비스,572010
280,MIDD,Middleby Corp,가정용품,532040
281,CBSH,Commerce Bancshares Inc,은행,551010
282,APPN,Appian Corp Class A,소프트웨어 및 IT서비스,572010
283,AGNC,AGNC Investment Corp,주택 및 상업용 리츠,601020
284,RP,RealPage Inc,소프트웨어 및 IT서비스,572010
285,SEIC,SEI Investments Co,투자은행 및 서비스,551020
286,ZION,Zions Bancorporation NA,은행,551010
287,FWONK,Liberty Media Corp Series C,미디어 및 출판,533020
288,KC,Kingsoft Cloud Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
289,CHDN,Churchill Downs Inc,호텔 및 엔터테인먼트,533010
290,AMED,Amedisys Inc,헬스케어 업체 및 서비스,561020
291,FSLR,First Solar Inc,재생에너지,502010
292,GNTX,Gentex Corp,자동차 및 자동차 부품,531010
293,AXON,Axon Enterprise Inc,우주항공 및 국방,521010
294,FLEX,Flex Ltd,전자 장비 및 부품,571040
295,BBIO,BridgeBio Pharma Inc,제약,562010
296,CRSP,CRISPR Therapeutics AG,생명과학 및 메디컬 리서치,562020
297,CONE,CyrusOne Inc,주택 및 상업용 리츠,601020
298,ZG,Zillow Group Inc Class A,부동산 운영 관리,601010
299,MRVI,Maravai LifeSciences Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
300,ARCC,Ares Capital Corp,다양한 금융서비스,555010
301,MRTX,Mirati Therapeutics Inc,생명과학 및 메디컬 리서치,562020
302,SYNH,Syneos Health Inc Class A,생명과학 및 메디컬 리서치,562020
303,BYND,Beyond Meat Inc,식품 및 담배,541020
304,XLRN,Acceleron Pharma Inc,생명과학 및 메디컬 리서치,562020
305,CASY,Caseys General Stores Inc,식품 및 약품소매,543010
306,NTRA,Natera Inc,헬스케어 장비 및 용품,561010
307,WWD,Woodward Inc,"건설장비 및 대형차, 기차, 배",521020
308,LAZR,Luminar Technologies Inc Class A,전자 장비 및 부품,571040
309,NFE,New Fortress Energy Inc Class A,천연가스 유틸리티,591020
310,YY,JOYY Inc ADR,소프트웨어 및 IT서비스,572010
311,UTHR,United Therapeutics Corp,생명과학 및 메디컬 리서치,562020
312,DOOO,BRP Inc,레저 상품,532050
313,CNXC,Concentrix Corp,전문 및 상업 서비스,522030
314,PBCT,People's United Financial Inc,은행,551010
315,MANH,Manhattan Associates Inc,소프트웨어 및 IT서비스,572010
316,FCNCA,First Citizens BancShares Inc (Delaware) Class A,은행,551010
317,EEFT,Euronet Worldwide Inc,전문 및 상업 서비스,522030
318,FLIR,FLIR Systems Inc,커뮤니케이션 및 네트워킹,571020
319,LECO,Lincoln Electric Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
320,PFPT,Proofpoint Inc,소프트웨어 및 IT서비스,572010
321,TRIP,Tripadvisor Inc,호텔 및 엔터테인먼트,533010
322,BMBL,Bumble Inc Class A,소프트웨어 및 IT서비스,572010
323,RARE,Ultragenyx Pharmaceutical Inc,생명과학 및 메디컬 리서치,562020
324,TTEK,Tetra Tech Inc,전문 및 상업 서비스,522030
325,RGLD,Royal Gold Inc,메탈&마이닝,512010
326,TCF,TCF Financial Corp,은행,551010
327,COLM,Columbia Sportswear Co,섬유 및 의류,532020
328,IIVI,II-VI Inc,전자 장비 및 부품,571040
329,ASND,Ascendis Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
330,MAT,Mattel Inc,레저 상품,532050
331,EXEL,Exelixis Inc,생명과학 및 메디컬 리서치,562020
332,GWPH,GW Pharmaceuticals PLC ADR,생명과학 및 메디컬 리서치,562020
333,FATE,Fate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
334,LITE,Lumentum Holdings Inc,커뮤니케이션 및 네트워킹,571020
335,SHC,Sotera Health Co,헬스케어 업체 및 서비스,561020
336,APA,APA Corp (US),오일 및 가스,501020
337,ANGI,Angi Inc Class A,소프트웨어 및 IT서비스,572010
338,CHNG,Change Healthcare Inc,소프트웨어 및 IT서비스,572010
339,FRPT,Freshpet Inc,식품 및 담배,541020
340,DISCA,Discovery Inc Series A,미디어 및 출판,533020
341,PNFP,Pinnacle Financial Partners Inc,은행,551010
342,FFIN,First Financial Bankshares Inc,은행,551010
343,TXRH,Texas Roadhouse Inc,호텔 및 엔터테인먼트,533010
344,PAA,Plains All American Pipeline LP,오일 및 가스 장비 및 서비스,501030
345,DNLI,Denali Therapeutics Inc,생명과학 및 메디컬 리서치,562020
346,CDK,CDK Global Inc,소프트웨어 및 IT서비스,572010
347,REYN,Reynolds Consumer Products Inc,용기 및 포장,513020
348,RDFN,Redfin Corp,부동산 운영 관리,601010
349,FSV,FirstService Corp,부동산 운영 관리,601010
350,LSTR,Landstar System Inc,화물 및 물류 서비스,524050
351,APPS,Digital Turbine Inc,소프트웨어 및 IT서비스,572010
352,PAAS,Pan American Silver Corp,메탈&마이닝,512010
353,SLM,SLM Corp,은행,551010
354,ARWR,Arrowhead Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
355,LFUS,Littelfuse Inc,"건설장비 및 대형차, 기차, 배",521020
356,CACC,Credit Acceptance Corp,은행,551010
357,IONS,Ionis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
358,RCM,R1 RCM Inc,헬스케어 업체 및 서비스,561020
359,BOKF,BOK Financial Corp,은행,551010
360,JBLU,JetBlue Airways Corp,운송업,524060
361,COHR,Coherent Inc,전자 장비 및 부품,571040
362,ABCL,Abcellera Biologics Inc,생명과학 및 메디컬 리서치,562020
363,VIR,Vir Biotechnology Inc,생명과학 및 메디컬 리서치,562020
364,ESLT,Elbit Systems Ltd,우주항공 및 국방,521010
365,WSC,Willscot Mobile Mini Holdings Corp Class A,전문 및 상업 서비스,522030
366,SRCL,Stericycle Inc,전문 및 상업 서비스,522030
367,SLAB,Silicon Laboratories Inc,반도체 및 반도체 장비,571010
368,AVGOP,Broadcom Inc Convertible Preference Shares Series A,반도체 및 반도체 장비,571010
369,TGTX,TG Therapeutics Inc,생명과학 및 메디컬 리서치,562020
370,MSTR,MicroStrategy Inc Class A,소프트웨어 및 IT서비스,572010
371,BL,Blackline Inc,소프트웨어 및 IT서비스,572010
372,EXPI,eXp World Holdings Inc,부동산 운영 관리,601010
373,NXST,Nexstar Media Group Inc Class A,미디어 및 출판,533020
374,BLDP,Ballard Power Systems Inc,재생에너지,502010
375,VIRT,Virtu Financial Inc Class A,투자은행 및 서비스,551020
376,OMCL,Omnicell Inc,헬스케어 장비 및 용품,561010
377,PPC,Pilgrims Pride Corp,식품 및 담배,541020
378,SAIA,Saia Inc,화물 및 물류 서비스,524050
379,LHCG,LHC Group Inc,헬스케어 업체 및 서비스,561020
380,DADA,Dada Nexus Ltd ADR,소프트웨어 및 IT서비스,572010
381,BPOP,Popular Inc,은행,551010
382,ALLK,Allakos Inc,생명과학 및 메디컬 리서치,562020
383,SANA,Sana Biotechnology Inc,생명과학 및 메디컬 리서치,562020
384,LSCC,Lattice Semiconductor Corp,반도체 및 반도체 장비,571010
385,NCNO,nCino Inc,소프트웨어 및 IT서비스,572010
386,BRKS,Brooks Automation Inc,반도체 및 반도체 장비,571010
387,HALO,Halozyme Therapeutics Inc,생명과학 및 메디컬 리서치,562020
388,MEDP,Medpace Holdings Inc,생명과학 및 메디컬 리서치,562020
389,KOD,Kodiak Sciences Inc,생명과학 및 메디컬 리서치,562020
390,TFSL,TFS Financial Corp,은행,551010
391,SRPT,Sarepta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
392,HQY,Healthequity Inc,소프트웨어 및 IT서비스,572010
393,IART,Integra Lifesciences Holdings Corp,헬스케어 장비 및 용품,561010
394,OLLI,Ollie's Bargain Outlet Holdings Inc,다양한 소매업,534020
395,CD,Chindata Group Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
396,NATI,National Instruments Corp,소프트웨어 및 IT서비스,572010
397,ESGR,Enstar Group Ltd,보험,553010
398,PACB,Pacific Biosciences of California Inc,헬스케어 장비 및 용품,561010
399,DCT,Duck Creek Technologies Inc,소프트웨어 및 IT서비스,572010
400,SSB,South State Corp,은행,551010
401,VLY,Valley National Bancorp,은행,551010
402,AMKR,Amkor Technology Inc,반도체 및 반도체 장비,571010
403,NKLA,Nikola Corporation,자동차 및 자동차 부품,531010
404,GBCI,Glacier Bancorp Inc,은행,551010
405,APHA,Aphria Inc,제약,562010
406,API,Agora Inc ADR,소프트웨어 및 IT서비스,572010
407,BPMC,Blueprint Medicines Corp,생명과학 및 메디컬 리서치,562020
408,NTNX,Nutanix Inc Class A,소프트웨어 및 IT서비스,572010
409,JCOM,j2 Global Inc,통신 서비스,574010
410,FOXF,Fox Factory Holding Corp,자동차 및 자동차 부품,531010
411,TWST,Twist Bioscience Corp,제약,562010
412,HELE,Helen of Troy Ltd,가정용품,532040
413,QDEL,Quidel Corp,헬스케어 장비 및 용품,561010
414,OZK,Bank Ozk,은행,551010
415,ADPT,Adaptive Biotechnologies Corp,생명과학 및 메디컬 리서치,562020
416,NEO,Neogenomics Inc,헬스케어 업체 및 서비스,561020
417,VRNS,Varonis Systems Inc,소프트웨어 및 IT서비스,572010
418,UPWK,Upwork Inc,전문 및 상업 서비스,522030
419,ONEM,1Life Healthcare Inc,헬스케어 업체 및 서비스,561020
420,IRDM,Iridium Communications Inc,통신 서비스,574010
421,TNDM,Tandem Diabetes Care Inc,헬스케어 장비 및 용품,561010
422,SHLS,Shoals Technologies Group Inc Class A,재생에너지,502010
